COU,Country,Variable,Year,Unit,Value
MUS,Mauritius,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,477.773
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.080449
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.385386
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.508332
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.962774
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.471653
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.576643
MUS,Mauritius,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.22935
FSM,Micronesia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,140.932
FSM,Micronesia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,157.557
FSM,Micronesia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,182.303
FSM,Micronesia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,208.218
FSM,Micronesia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,241.571
FSM,Micronesia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,293.59
FSM,Micronesia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,282.035
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.820627
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.006836
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.323112
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.641879
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.05886
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.739721
FSM,Micronesia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.621495
MDA,Moldova,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,613.876
MDA,Moldova,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,801.499
MDA,Moldova,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,674.215
MDA,Moldova,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,805.29
MDA,Moldova,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,825.819
MDA,Moldova,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,678.368
MDA,Moldova,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,520.199
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,7.436558
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,10.27068
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,6.77816
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,10.05512
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,10.13153
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,8.16884
MDA,Moldova,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,6.154494
MNG,Mongolia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,374.916
MNG,Mongolia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,404.714
MNG,Mongolia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,451.623
MNG,Mongolia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,440.475
MNG,Mongolia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,528.279
MNG,Mongolia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,602.498
MNG,Mongolia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,696.588
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,4.544658
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.068761
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.540349
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.428277
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,6.148902
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.746033
MNG,Mongolia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,7.707092
MAR,Morocco,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,298.227
MAR,Morocco,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,358.039
MAR,Morocco,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,447.583
MAR,Morocco,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,518.268
MAR,Morocco,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,592.617
MAR,Morocco,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,663.423
MAR,Morocco,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,742.247
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.701102
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.406713
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,5.480783
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,6.243563
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,7.012764
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,7.751903
MAR,Morocco,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,8.621298
NZL,New Zealand,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,132.229
NZL,New Zealand,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,118.286
NZL,New Zealand,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,100.785
NZL,New Zealand,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,75.882
NZL,New Zealand,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,67.31
NZL,New Zealand,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,57.736
NZL,New Zealand,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,63.304
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.455219
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.281888
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.071149
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.786202
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,0.6945192
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.5846453
NZL,New Zealand,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.6301562
NOR,Norway,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,390.792
NOR,Norway,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,308.987
NOR,Norway,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,257.442
NOR,Norway,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,153.24
NOR,Norway,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,130.894
NOR,Norway,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,84.774
NOR,Norway,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,73.109
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.862098
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.95996
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.394213
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.402611
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.199452
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.7731994
NOR,Norway,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.663366
LVA,Latvia,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,993.944
LVA,Latvia,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,1192.722
LVA,Latvia,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,888.387
LVA,Latvia,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,958.397
LVA,Latvia,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,923.896
LVA,Latvia,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,670.69
LVA,Latvia,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,586.188
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,11.16845
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,13.96983
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,10.09289
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,10.4079
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,9.996222
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,7.449618
LVA,Latvia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,6.309481
MDV,Maldives,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,108.141
MDV,Maldives,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,124.097
MDV,Maldives,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,104.139
MDV,Maldives,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,100.575
MDV,Maldives,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,113.278
MDV,Maldives,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,78.966
MDV,Maldives,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,92.749
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.087181
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.432055
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.17425
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.140642
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.25208
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.8677561
MDV,Maldives,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.9957202
MLI,Mali,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,131.354
MLI,Mali,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,123.292
MLI,Mali,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,140.024
MLI,Mali,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,136.929
MLI,Mali,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,150.531
MLI,Mali,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,165.973
MLI,Mali,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,164.888
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.32056
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.239504
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.407723
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.376599
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.513352
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.668599
MLI,Mali,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.660247
MLT,Malta,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,478.893
MLT,Malta,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,446.927
MLT,Malta,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,426.567
MLT,Malta,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,396.202
MLT,Malta,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,445.602
MLT,Malta,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,327.459
MLT,Malta,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,334.456
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,5.175413
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.725281
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.617382
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.225224
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.679824
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.282255
MLT,Malta,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.204599
MOZ,Mozambique,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,48.506
MOZ,Mozambique,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,44.788
MOZ,Mozambique,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,48.725
MOZ,Mozambique,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,48.096
MOZ,Mozambique,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,60.264
MOZ,Mozambique,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,67.434
MOZ,Mozambique,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,61.767
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.4876464
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.4502703
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.489855
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.4835325
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,0.6058607
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.6779405
MOZ,Mozambique,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.6219261
MMR,Myanmar,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,253.517
MMR,Myanmar,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,266.237
MMR,Myanmar,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,283.701
MMR,Myanmar,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,361.096
MMR,Myanmar,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,412.04
MMR,Myanmar,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,409.112
MMR,Myanmar,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,447.049
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.54871
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.676591
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.852167
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.630244
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.142412
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.025545
MMR,Myanmar,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.392108
NIC,Nicaragua,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,56.572
NIC,Nicaragua,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,69.023
NIC,Nicaragua,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,78.226
NIC,Nicaragua,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,108.096
NIC,Nicaragua,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,116.678
NIC,Nicaragua,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,140.942
NIC,Nicaragua,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,153.179
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.7228764
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.6939191
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.7864422
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.350678
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.448432
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.715078
NIC,Nicaragua,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.871193
NER,Niger,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,177.443
NER,Niger,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,173.372
NER,Niger,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,172.357
NER,Niger,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,152.77
NER,Niger,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,117.401
NER,Niger,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,139.39
NER,Niger,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,127.141
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.783908
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.742975
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.732775
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.535864
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.180278
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.401343
NER,Niger,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.281215
NGA,Nigeria,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,234.535
NGA,Nigeria,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,242.339
NGA,Nigeria,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,272.094
NGA,Nigeria,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,284.095
NGA,Nigeria,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,291.969
NGA,Nigeria,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,361.862
NGA,Nigeria,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,340.726
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.357873
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.436332
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.735471
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.856125
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.534156
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.331567
NGA,Nigeria,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.11132
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,125.796
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,128.393
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,118.028
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,119.726
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,136.621
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,208.173
MNP,Northern Mariana Islands,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,181.347
OMN,Oman,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,374.68
OMN,Oman,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,434.25
OMN,Oman,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,535.1
OMN,Oman,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,496.761
OMN,Oman,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,459.164
OMN,Oman,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,375.858
OMN,Oman,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,314.447
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,3.746313
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.303321
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,5.230287
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.884147
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.336825
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.654385
OMN,Oman,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.083437
PAK,Pakistan,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,260.937
PAK,Pakistan,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,266.693
PAK,Pakistan,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,343.512
PAK,Pakistan,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,375.152
PAK,Pakistan,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,440.331
PAK,Pakistan,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,523.435
PAK,Pakistan,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,526.353
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.623308
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.681179
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.453472
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.771556
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,5.470941
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.444679
PAK,Pakistan,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,6.422276
PRI,Puerto Rico,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,134.245
PRI,Puerto Rico,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,140.913
PRI,Puerto Rico,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,110.848
PRI,Puerto Rico,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,91.511
PRI,Puerto Rico,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,89.509
PRI,Puerto Rico,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,104.951
PRI,Puerto Rico,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,143.911
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.410789
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.458659
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.126857
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.9138177
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,0.903523
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.053461
PRI,Puerto Rico,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.441427
QAT,Qatar,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,365.181
QAT,Qatar,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,378.03
QAT,Qatar,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,401.378
QAT,Qatar,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,338.655
QAT,Qatar,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,200.561
QAT,Qatar,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,175.404
QAT,Qatar,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,191.371
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.945231
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,3.029278
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.117559
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.623414
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.526184
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.34391
QAT,Qatar,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.473327
NLD,Netherlands,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,573.827
NLD,Netherlands,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,530.667
NLD,Netherlands,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,470.714
NLD,Netherlands,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,374.054
NLD,Netherlands,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,343.414
NLD,Netherlands,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,263.406
NLD,Netherlands,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,267.263
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,5.855141
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,5.32842
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.556238
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.592233
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.265554
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.49372
NLD,Netherlands,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.489345
POL,Poland,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,993.335
POL,Poland,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,991.033
POL,Poland,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,835.662
POL,Poland,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,791.27
POL,Poland,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,799.898
